normalised_key,reference,title_guess,occurrences,configs,status,matched_source,matched_title,identifier,similarity,errors
generative artificial intelligence use in evidence synthesis a systematic review research synthesis methods 2025,Generative artificial intelligence use in evidence synthesis: A systematic review. Research Synthesis Methods. 2025.,Generative artificial intelligence use in evidence synthesis: A systematic review,11,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Generative artificial intelligence use in evidence synthesis: A systematic review,10.1017/rsm.2025.16,1.0,
how relevant is climate change research for climate change policy an empirical analysis based on overton data arxiv preprint 2022,How relevant is climate change research for climate change policy? An empirical analysis based on Overton data. arXiv Preprint. 2022.,How relevant is climate change research for climate change policy? An empirical analysis based on Overton data,11,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,How relevant is climate change research for climate change policy? An empirical analysis based on Overton data,10.1371/journal.pone.0274693,1.0,
show your work verbatim evidence requirements and automated assessment for large language models in biomedical text processing crossref 2026,Show Your Work: Verbatim Evidence Requirements and Automated Assessment for Large Language Models in Biomedical Text Processing. CrossRef. 2026.,Show Your Work: Verbatim Evidence Requirements and Automated Assessment for Large Language Models in Biomedical Text Processing,11,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Show Your Work: Verbatim Evidence Requirements and Automated Assessment for Large Language Models in Biomedical Text Processing,10.64898/2026.03.03.26346690,1.0,
towards an evidence based approach to climate policy arxiv preprint 2025,Towards an Evidence-Based Approach to Climate Policy. arXiv Preprint. 2025.,Towards an Evidence-Based Approach to Climate Policy,11,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Towards Evidence-Based Policy,10.1007/1-4020-2605-6_12,1.0,
an introduction to scoping reviews journal of graduate medical education 2022,An Introduction to Scoping Reviews. Journal of Graduate Medical Education. 2022.,An Introduction to Scoping Reviews,10,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,An Introduction to Scoping Reviews,10.4300/jgme-d-22-00620.1,1.0,
end to end reliability of automated systems for diagnostic data extraction a benchmark study in uro oncologic evidence synthesis crossref 2025,End-to-End Reliability of Automated Systems for Diagnostic Data Extraction: A Benchmark Study in Uro-Oncologic Evidence Synthesis. CrossRef. 2025.,End-to-End Reliability of Automated Systems for Diagnostic Data Extraction: A Benchmark Study in Uro-Oncologic Evidence Synthesis,10,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,End-to-End Reliability of Automated Systems for Diagnostic Data Extraction: A Benchmark Study in Uro-Oncologic Evidence Synthesis,10.64898/2025.12.24.25342959,1.0,
liveresearchbench a live benchmark for user centric deep research in the wild arxiv org 2025,LiveResearchBench: A Live Benchmark for User-Centric Deep Research in the Wild. arXiv.org. 2025.,LiveResearchBench: A Live Benchmark for User-Centric Deep Research in the Wild,10,M1|M2a|M2b|M2c,unresolved_external,Crossref,User centric media research challenges,10.1007/s11042-014-1876-7,0.6,
mobility and health in the context of climate change a systematic literature review and meta synthesis of policy recommendations preprints org 2020,Mobility and Health in the Context of Climate Change: A Systematic Literature Review and Meta-Synthesis of Policy Recommendations. Preprints.org. 2020.,Mobility and Health in the Context of Climate Change: A Systematic Literature Review and Meta-Synthesis of Policy Recommendations,10,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Mobility and Health in the Context of Climate Change: A Systematic Literature Review and Meta-Synthesis of Policy Recommendations,10.20944/preprints202011.0072.v1,1.0,
multi agent systems should be treated as principal agent problems arxiv preprint 2026,Multi-Agent Systems Should be Treated as Principal-Agent Problems. arXiv Preprint. 2026.,Multi-Agent Systems Should be Treated as Principal-Agent Problems,10,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Principal-agent problems,10.1017/cbo9780511974410.008,1.0,
study protocol for evaluating automation of systematic review processes with eppi reviewer and copilot 365 in updating the cataract evidence gap map systematic reviews 2026,Study protocol for evaluating automation of systematic review processes with EPPI-Reviewer and Copilot 365 in updating the cataract evidence gap map. Systematic Reviews. 2026.,Study protocol for evaluating automation of systematic review processes with EPPI-Reviewer and Copilot 365 in updating the cataract evidence gap map,10,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Study protocol for evaluating automation of systematic review processes with EPPI-Reviewer and Copilot 365 in updating the cataract evidence gap map,10.1186/s13643-026-03101-4,1.0,
the feedback loop a systematic review of how evaluation practices inform conversational agent design crossref 2025,The feedback loop: A systematic review of how evaluation practices inform conversational agent design. CrossRef. 2025.,The feedback loop: A systematic review of how evaluation practices inform conversational agent design,10,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,The feedback loop: a systematic review of how evaluation practices inform conversational agent design,10.1007/s10209-026-01311-0,1.0,
value identification in multistakeholder recommender systems for humanities and historical research the case of the digital archive monasterium net arxiv preprint 2024,Value Identification in Multistakeholder Recommender Systems for Humanities and Historical Research: The Case of the Digital Archive Monasterium.net. arXiv Preprint. 2024.,Value Identification in Multistakeholder Recommender Systems for Humanities and Historical Research: The Case of the Digital Archive Monasterium.net,10,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Multistakeholder Recommender Systems,10.1007/978-1-0716-2197-4_17,1.0,
further details are needed reflections on the reporting in quantitative systematic reviews submitted to jbi evidence synthesis jbi evidence synthesis 2025,"""Further details are needed!"" Reflections on the reporting in quantitative systematic reviews submitted to JBI Evidence Synthesis.. JBI Evidence Synthesis. 2025.","""Further details are needed!"" Reflections on the reporting in quantitative systematic reviews submitted to JBI Evidence Synthesis.",9,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,“Further details are needed!” Reflections on the reporting in quantitative systematic reviews submitted to JBI Evidence Synthesis,10.11124/jbies-24-00508,1.0,
a multi agent based system with big data processing for enhanced supply chain agility m giannakis m louis journal of enterprise information 2016 emerald com 2016,"A multi-agent based system with big data processing for enhanced supply chain agility. M Giannakis, M Louis - Journal of Enterprise Information …, 2016 - emerald.com. 2016.",A multi-agent based system with big data processing for enhanced supply chain agility,9,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,A multi-agent based system with big data processing for enhanced supply chain agility,10.1108/jeim-06-2015-0050,1.0,
adversarialci a buyer adaptive multi agent framework for evidence grounded competitive intelligence crossref 2026,AdversarialCI: A Buyer-Adaptive Multi-Agent Framework for Evidence-Grounded Competitive Intelligence. CrossRef. 2026.,AdversarialCI: A Buyer-Adaptive Multi-Agent Framework for Evidence-Grounded Competitive Intelligence,9,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,AdversarialCI: A Buyer-Adaptive Multi-Agent Framework for Evidence-Grounded Competitive Intelligence,10.14293/pr2199.003028.v1,1.0,
from chaos to clarity schema constrained ai for auditable biomedical evidence extraction from full text pdfs arxiv preprint 2025,From Chaos to Clarity: Schema-Constrained AI for Auditable Biomedical Evidence Extraction from Full-Text PDFs. arXiv Preprint. 2025.,From Chaos to Clarity: Schema-Constrained AI for Auditable Biomedical Evidence Extraction from Full-Text PDFs,9,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,From chaos to clarity: schema-constrained AI for auditable biomedical evidence extraction from full-text PDFs,10.1186/s12874-026-02847-8,1.0,
from conventional methods to large language models a systematic review of techniques in mobile app review analysis interdisciplinary journal of information knowledge and management 2025,"From Conventional Methods to Large Language Models: A Systematic Review of Techniques in Mobile App Review Analysis. Interdisciplinary Journal of Information, Knowledge, and Management. 2025.",From Conventional Methods to Large Language Models: A Systematic Review of Techniques in Mobile App Review Analysis,9,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,From Conventional Methods to Large Language Models: A Systematic Review of Techniques in Mobile App Review Analysis,10.28945/5491,1.0,
how is real world evidence taught in nursing a systematic review undertaking a narrative synthesis of the literature preprint crossref 2023,How is Real World Evidence taught in Nursing? A Systematic review undertaking a narrative synthesis of the literature (Preprint). CrossRef. 2023.,How is Real World Evidence taught in Nursing? A Systematic review undertaking a narrative synthesis of the literature (Preprint),9,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,How is Real World Evidence taught in Nursing? A Systematic review undertaking a narrative synthesis of the literature (Preprint),10.2196/preprints.49164,1.0,
large language models for health care text classification systematic review preprint crossref 2025,Large Language Models for Health Care Text Classification: Systematic Review (Preprint). CrossRef. 2025.,Large Language Models for Health Care Text Classification: Systematic Review (Preprint),9,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Large Language Models for Health Care Text Classification: Systematic Review (Preprint),10.2196/preprints.79202,1.0,
leveraging openai s llms and cloud based learning as a service laas solutions to create culturally rich conversational ai chatbot chatlos a study using the legacy of slavery dataset openalex 2024,Leveraging OpenAI’s LLMs and Cloud-based Learning-as-a-Service (LaaS) Solutions to Create Culturally Rich Conversational AI Chatbot: ChatLoS - A Study Using the Legacy of Slavery Dataset. OpenAlex. 2024.,Leveraging OpenAI’s LLMs and Cloud-based Learning-as-a-Service (LaaS) Solutions to Create Culturally Rich Conversational AI Chatbot: ChatLoS - A Study Using the Legacy of Slavery Dataset,9,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Leveraging OpenAI’s LLMs and Cloud-based Learning-as-a-Service (LaaS) Solutions to Create Culturally Rich Conversational AI Chatbot: ChatLoS - A Study Using the Legacy of Slavery Dataset,10.22323/1.458.0001,1.0,
